name,lcd,pld,void_fraction,surface_area_m2g,elements,uptake_0.01,uptake_0.05,uptake_0.1,uptake_0.5,uptake_2.5
hMOF-7001813,12.75,11.75,0.693174,2556.9,"Zr,O,C,H",0.0241829,0.124219,0.240828,1.19723,4.40419
hMOF-7000822,10.75,9.75,0.546504,949.3,"Zr,O,C,H,Cl",0.125518,0.60015,1.04169,3.12106,5.2881
hMOF-7001707,8.25,7.25,0.531819,1152.2,"Zr,O,C,H,F",0.102302,0.435632,1.05334,3.74167,6.74276
hMOF-7000039,4.75,2.25,0.268091,354.6,"Zr,O,C,H,F",0.119908,0.535116,0.716466,1.47135,2.31952
hMOF-7000255,5.75,3.75,0.36046,733.0,"Zr,O,C,H",0.252506,0.604154,0.745206,1.68176,3.22263
hMOF-1004406,6.75,5.25,0.486115,602.9,"Zr,O,C,H",0.778831,2.14795,2.8821,3.63948,4.32955
hMOF-7002872,15.75,11.25,0.833841,4348.3,"Zr,O,C,N,H",0.0135392,0.0681054,0.12939,0.619224,2.82902
hMOF-1004315,10.25,8.75,0.604421,1373.3,"Zr,O,C,H,Br",0.0196594,0.106802,0.166422,0.770258,2.93511
hMOF-1004138,9.75,8.25,0.497972,434.3,"Zr,O,C,H,Br",0.206095,0.802819,1.31289,2.37472,3.02045
hMOF-7001635,15.75,14.25,0.756896,2999.9,"Zr,O,C,H,F",0.0258532,0.125246,0.238936,1.08556,5.00318
hMOF-7001192,11.75,10.75,0.55416,1495.6,"Zr,O,C,N,H",0.0325023,0.175873,0.311661,1.32723,4.30177
hMOF-1003187,10.75,10.25,0.537307,838.5,"Zr,O,C,H,N",0.0995205,0.547125,0.919049,3.54003,5.22541
hMOF-7001168,8.25,5.75,0.557731,1998.9,"Zr,O,C,H,N",0.0339429,0.193781,0.310773,1.24096,4.2616
hMOF-7002341,15.75,14.25,0.782705,2373.6,"Zr,O,C,N,H,Br",0.0176804,0.110077,0.164498,0.731857,2.32847
hMOF-7002767,11.75,10.75,0.732277,3011.1,"Zr,O,C,N,H",0.0318021,0.116677,0.28112,1.22724,4.15667
hMOF-1003191,10.75,9.75,0.613465,688.9,"Zr,O,C,H",0.835498,2.36381,3.25616,4.50315,5.35449
hMOF-7002606,9.25,8.75,0.51839,733.1,"Zr,O,C,N,H,Br",0.139287,0.328771,0.463813,1.19958,3.24772
hMOF-7000326,15.25,14.75,0.706264,2512.8,"Zr,O,C,H,N",0.0253837,0.11162,0.209696,0.960587,3.88079
hMOF-7000651,6.75,5.25,0.379125,688.6,"Zr,O,C,H",0.059511,0.247332,0.52631,1.7097,3.22985
hMOF-7001489,8.25,6.25,0.561192,1350.2,"Zr,O,C,H",0.236428,0.917642,1.6814,4.15234,7.02358
hMOF-7002628,5.75,4.75,0.471779,681.3,"Zr,O,C,H",0.896526,2.16682,2.59195,3.98943,4.55227
hMOF-7001771,12.25,10.75,0.736384,2448.9,"Zr,O,C,H,Cl",0.0420729,0.275105,0.437773,1.99696,7.21229
hMOF-1003824,4.25,2.75,0.197931,64.0,"Zr,O,C,H,F",0.126707,0.471482,0.723069,1.11094,1.44204
hMOF-7000274,7.25,6.25,0.474532,880.9,"Zr,O,C,H,N",0.0918427,0.505931,0.952825,3.172,5.05329
hMOF-1004104,7.25,4.75,0.637154,2043.0,"Zr,O,C,N,H",0.122396,0.572587,1.19003,3.6627,7.82205
hMOF-7001768,10.75,10.25,0.617143,2116.5,"Zr,O,C,H",0.0417035,0.180861,0.316385,1.36546,4.54631
hMOF-7002385,11.25,9.25,0.59751,1316.0,"Zr,O,C,N,H",0.0750547,0.455633,0.841701,3.14482,6.62155
hMOF-7000584,4.25,3.25,0.289145,193.3,"Zr,O,C,H",1.17901,1.61359,1.82069,2.3222,2.53503
hMOF-7001065,9.25,8.25,0.48624,877.6,"Zr,O,C,H",0.0718388,0.332282,0.652703,2.45601,4.79607
hMOF-7001115,6.25,2.75,0.251139,301.7,"Zr,O,C,H,N",0.20084,0.710214,0.878622,1.54978,2.16388
hMOF-1003206,7.75,7.25,0.417687,626.6,"Zr,O,C,H,N",0.104752,0.511496,0.887427,2.61801,3.98316
hMOF-7003045,8.75,6.75,0.546989,1203.1,"Zr,O,C,N,H",0.198807,0.841875,1.48014,4.12857,6.80134
hMOF-1003983,13.75,13.25,0.698012,2405.5,"Zr,O,C,H",0.0245614,0.145354,0.283046,1.1593,3.9173
hMOF-7000432,8.25,7.25,0.423199,707.5,"Zr,O,C,H,F",0.0980176,0.54529,1.00585,3.41574,5.23232
hMOF-1003208,7.25,6.75,0.423035,842.9,"Zr,O,C,H",0.0461564,0.213765,0.378414,1.45077,3.5475
hMOF-7000569,9.25,8.25,0.497991,958.3,"Zr,O,C,H,F",0.166501,0.669788,1.40781,4.16557,6.64575
hMOF-1003212,8.25,7.25,0.584869,1833.1,"Zr,O,C,H",0.0401967,0.238196,0.437846,2.03352,5.7849
hMOF-7001987,15.75,13.75,0.702353,2696.2,"Zr,O,C,N,H",0.0232212,0.127945,0.199026,0.908965,3.83891
hMOF-1003214,8.75,6.75,0.641677,1911.1,"Zr,O,C,H,Cl",0.0695957,0.276996,0.557365,1.97206,5.85942
hMOF-7000364,6.25,4.25,0.553817,1969.4,"Zr,O,C,H,F",0.106221,0.570293,1.03448,3.94436,7.69709
hMOF-7001649,14.25,13.75,0.751061,3697.9,"Zr,O,C,H",0.0160546,0.0567628,0.138316,0.630062,2.79473
hMOF-7001351,5.25,4.75,0.183207,211.7,"Zr,O,C,H,N",0.147345,0.761318,0.989267,1.4218,1.76473
hMOF-7002215,10.25,5.25,0.639026,2510.8,"Zr,O,C,N,H",0.0793566,0.354145,0.735759,1.96921,6.0588
hMOF-7003349,20.25,19.25,0.784315,3285.3,"Zr,O,C,N,H",0.11113,0.433249,0.829376,2.12529,5.7179
hMOF-7002207,11.25,7.75,0.758272,2892.3,"Zr,O,C,N,H,Br",0.0137556,0.0616408,0.120262,0.582644,2.55823
hMOF-1003998,9.75,8.75,0.55159,454.1,"Zr,O,C,H,Br",0.206845,1.02251,1.43442,2.5482,3.06906
hMOF-7001088,7.25,6.25,0.306463,410.4,"Zr,O,C,H,N",0.0888948,0.527841,0.80417,1.77993,2.63559
hMOF-1003223,8.25,7.75,0.501253,1214.7,"Zr,O,C,H",0.619451,0.984954,1.36357,2.73306,5.7549
hMOF-7002581,13.25,11.75,0.70232,2045.6,"Zr,O,C,N,H,F",0.0820927,0.292663,0.501396,2.07564,6.27383
hMOF-1003225,8.25,6.25,0.48698,1211.6,"Zr,O,C,H,N",0.631128,1.03307,1.12278,2.03242,4.76362
hMOF-7000505,6.75,5.25,0.467725,820.1,"Zr,O,C,H",0.139239,0.638618,1.21293,3.63677,5.19184
hMOF-1004303,5.25,3.75,0.259103,145.9,"Zr,O,C,H",0.769597,1.22851,1.34771,1.54195,1.64602
hMOF-1003928,11.75,10.75,0.693374,2654.2,"Zr,O,C,H,N",0.031042,0.132554,0.29919,1.20318,4.60388
hMOF-1003797,8.25,6.25,0.616283,2491.2,"Zr,O,C,H",0.0245021,0.10539,0.214368,1.16247,3.94828
hMOF-7002925,18.25,17.25,0.836592,2583.2,"Zr,O,C,N,H,Br",0.0221669,0.104369,0.217179,0.808218,2.73943
hMOF-7003331,24.25,22.25,0.885426,3916.1,"Zr,O,C,N,H,F",0.0261307,0.108577,0.17835,0.819762,3.89665
hMOF-7001374,18.25,16.25,0.81984,4313.7,"Zr,O,C,H",0.0205237,0.0894855,0.173016,0.927395,3.17155
hMOF-7001403,6.75,5.75,0.29642,314.5,"Zr,O,C,H,Br",0.234785,0.428148,0.534998,1.15377,1.88095
hMOF-7001913,14.25,12.25,0.736707,3228.6,"Zr,O,C,N,H",0.0259604,0.112495,0.236889,1.01542,3.85747
hMOF-7001142,7.75,5.25,0.360146,557.6,"Zr,O,C,H",0.215378,0.7987,1.33136,2.82162,3.423
hMOF-7000616,8.25,4.25,0.50891,960.1,"Zr,O,C,H,Cl",0.190993,0.718818,1.18092,3.25074,5.33834
hMOF-7000728,7.75,6.75,0.595095,2060.9,"Zr,O,C,N,H,F",0.0731848,0.370949,0.488363,2.45236,7.36679
hMOF-7003112,10.25,9.25,0.618441,1183.5,"Zr,O,C,N,H,Cl",0.277436,0.952356,1.46091,3.04295,6.01965
hMOF-7001399,10.75,7.25,0.712489,3093.8,"Zr,O,C,H,N",0.0291669,0.167047,0.297395,1.29783,4.6322
hMOF-7003193,14.25,10.75,0.864376,3550.9,"Zr,O,C,N,H",0.337632,0.743359,1.06491,2.57978,7.11377
hMOF-7001384,13.75,12.25,0.710882,2016.3,"Zr,O,C,H,Br",0.023604,0.117729,0.196117,0.766322,3.1339
hMOF-1004127,5.25,4.25,0.394123,693.4,"Zr,O,C,H,N",0.0872414,0.406504,0.706372,1.82305,3.53927
hMOF-7003288,11.75,3.75,0.698981,1667.9,"Zr,O,C,N,H,Br",0.0372732,0.188044,0.31039,1.4745,5.11441
hMOF-1003863,10.25,8.75,0.662548,1553.2,"Zr,O,C,H,Cl",0.0825181,0.361071,0.679406,2.38968,6.96441
hMOF-7000625,8.25,6.75,0.588169,1317.2,"Zr,O,C,H,Cl",0.119933,0.553641,0.927808,3.21685,6.57706
hMOF-7002491,14.25,12.75,0.824609,4017.7,"Zr,O,C,N,H",0.0293036,0.143695,0.272237,1.1272,4.11231
hMOF-7002043,9.25,6.25,0.721473,3478.4,"Zr,O,C,N,H",0.0289013,0.124972,0.250265,1.08232,4.26987
hMOF-7002228,9.75,7.75,0.705144,3131.3,"Zr,O,C,N,H",0.0756618,0.310977,0.606736,2.09605,6.47712
hMOF-7002016,12.75,11.25,0.737464,3313.9,"Zr,O,C,N,H",0.0199578,0.0954626,0.150193,0.684156,2.56027
hMOF-1003251,10.75,7.75,0.784196,3997.5,"Zr,O,C,H",0.0480244,0.208698,0.49303,1.65897,6.06503
hMOF-7000287,5.75,4.75,0.488755,1158.2,"Zr,O,C,H",0.108374,0.506792,1.00142,3.01643,5.42027
hMOF-7001992,17.25,16.25,0.768892,2572.0,"Zr,O,C,N,H,Cl",0.0281194,0.158907,0.289657,1.13051,3.91971
hMOF-1004612,7.75,6.75,0.404847,349.9,"Zr,O,C,H,Cl",1.29582,1.92685,2.0721,2.50384,2.82257
hMOF-7003015,17.25,15.25,0.819998,3688.0,"Zr,O,C,N,H",0.0222353,0.0976796,0.286147,1.05048,3.36488
hMOF-7000912,5.75,3.25,0.256484,219.7,"Zr,O,C,H,Br",0.296989,0.586676,0.656619,1.03654,1.59618
hMOF-7001298,9.75,8.75,0.52941,1145.4,"Zr,O,C,H,N",0.0537337,0.199515,0.402637,1.66951,4.86243
hMOF-1004441,15.75,14.75,0.734332,2009.4,"Zr,O,C,N,H,Cl",0.0496698,0.215562,0.407465,1.80868,6.6033
hMOF-1004510,9.75,8.75,0.613646,1147.3,"Zr,O,C,H",0.205503,0.804379,1.64195,4.35918,7.1766
hMOF-1003259,11.75,8.25,0.745165,3599.2,"Zr,O,C,H",0.0168845,0.0749352,0.161196,0.679641,2.73971
hMOF-1003260,16.75,15.75,0.76757,3612.1,"Zr,O,C,H",0.0184569,0.08363,0.170527,0.759205,2.8277
hMOF-7001984,9.75,5.25,0.700876,2798.9,"Zr,O,C,N,H",0.12841,0.561467,0.977228,3.24231,9.70606
hMOF-7000858,4.25,3.25,0.130448,68.5,"Zr,O,C,H,N",0.0799578,0.242344,0.305217,0.378131,0.417295
hMOF-7003044,11.25,8.75,0.653517,2293.7,"Zr,O,C,N,H",0.0709869,0.351319,0.632315,2.54463,6.7658
hMOF-7002727,9.25,8.25,0.540191,1055.8,"Zr,O,C,N,H,Cl",0.0779253,0.416731,0.70065,2.28182,4.98519
hMOF-7002597,8.75,7.75,0.628849,2098.9,"Zr,O,C,N,H",0.0367647,0.207165,0.351087,1.46551,5.20915
hMOF-7002824,11.75,9.75,0.789132,2638.0,"Zr,O,C,N,H,Br",0.0115172,0.0574108,0.0918122,0.483948,2.08249
hMOF-7001419,3.25,2.75,0.143216,37.6,"Zr,O,C,H",0.0681822,0.256832,0.419063,0.862995,1.13412
hMOF-1003267,4.75,3.75,0.338663,535.9,"Zr,O,C,H,Cl",0.490202,1.31818,1.87991,2.66348,3.62883
hMOF-7003155,6.25,4.25,0.491685,1309.0,"Zr,O,C,N,H",0.189671,0.805531,1.29924,3.49575,5.94092
hMOF-7003047,9.75,7.75,0.6058,1975.3,"Zr,O,C,N,H",0.0295285,0.169693,0.329528,1.3545,4.78013
hMOF-1004561,12.25,11.25,0.662609,2143.1,"Zr,O,C,H,F",0.03677,0.276981,0.399258,1.53816,5.69163
hMOF-7002005,10.25,7.75,0.748399,4231.8,"Zr,O,C,N,H",0.0175248,0.0884629,0.212069,0.82003,3.38937
hMOF-1003274,6.75,5.25,0.436254,426.3,"Zr,O,C,H,Br",0.276548,0.836276,1.31093,2.03176,2.71963
hMOF-7002915,10.25,9.25,0.731539,3093.6,"Zr,O,C,N,H",0.0211971,0.0956746,0.205647,0.827723,3.86133
hMOF-7002413,18.75,16.75,0.812826,3897.4,"Zr,O,C,N,H",0.0272945,0.114379,0.278271,1.11479,3.96253
hMOF-7001627,8.25,7.25,0.532897,1093.0,"Zr,O,C,H,N",0.106227,0.482581,1.04255,3.13575,5.65083
hMOF-7001534,12.25,11.25,0.674494,1389.0,"Zr,O,C,H,Br",0.0378656,0.187727,0.420478,1.48788,4.79635
hMOF-7001288,5.25,2.25,0.320194,349.5,"Zr,O,C,H,Br",0.212694,0.663172,0.948272,1.84822,2.4877
hMOF-7002661,8.25,6.25,0.635349,2367.5,"Zr,O,C,N,H",0.0289429,0.14515,0.290716,1.17288,5.18504
hMOF-7000783,4.75,4.25,0.225852,104.9,"Zr,O,C,H,Br",0.61916,0.731405,0.876509,0.940598,0.965551
hMOF-1003280,9.75,8.75,0.5264,772.5,"Zr,O,C,H",0.214955,1.1895,2.0025,3.90347,5.07508
hMOF-7000769,7.75,6.25,0.39258,601.2,"Zr,O,C,H,N",0.141779,0.670969,1.18318,2.94288,3.67564
hMOF-7003135,24.75,23.75,0.895113,4373.7,"Zr,O,C,N,H",0.0266809,0.158265,0.28779,1.24022,4.607
hMOF-7002735,18.25,16.75,0.873523,4465.6,"Zr,O,C,N,H",0.0231262,0.157236,0.290816,1.17434,4.80836
hMOF-7000365,9.75,8.75,0.551411,991.4,"Zr,O,C,H,Cl",0.130384,0.802856,1.08063,3.61587,5.93986
hMOF-7002762,8.75,7.25,0.536531,703.7,"Zr,O,C,N,H,Br",0.0567633,0.280871,0.472011,1.65089,3.44874
hMOF-7002114,11.25,10.25,0.65276,1148.0,"Zr,O,C,N,H,Br",0.0632004,0.235335,0.503699,1.66491,4.13603
hMOF-7003165,14.25,13.25,0.813331,3145.1,"Zr,O,C,N,H,Cl",0.0240755,0.10135,0.224122,1.09705,4.54342
hMOF-7000310,15.75,14.25,0.714471,1768.2,"Zr,O,C,H,Br",0.0257852,0.11625,0.22693,0.865656,3.34154
hMOF-7000253,7.25,6.25,0.392939,399.5,"Zr,O,C,H,Br",0.0700041,0.352549,0.609608,1.54964,2.35831
hMOF-1003809,9.25,7.25,0.531371,763.6,"Zr,O,C,N,H,Br",0.0693483,0.30204,0.614351,2.20473,4.32589
hMOF-1004336,7.75,6.75,0.390498,420.2,"Zr,O,C,H,N",0.424798,1.2258,1.52578,2.45899,2.90157
hMOF-7002327,15.25,14.25,0.749525,3231.2,"Zr,O,C,N,H",0.0160379,0.0783689,0.159512,0.716113,3.08916
hMOF-7000620,5.75,3.25,0.40444,644.7,"Zr,O,C,H",0.484408,1.2586,1.90797,3.42236,4.46932
hMOF-7002638,18.25,17.25,0.859794,3462.7,"Zr,O,C,N,H,Cl",0.0349382,0.157266,0.303046,1.21338,3.84779
hMOF-7002154,11.75,10.75,0.673157,2289.6,"Zr,O,C,N,H,F",0.061407,0.257125,0.536477,1.76178,5.39791
hMOF-7001954,9.25,6.75,0.612802,2446.2,"Zr,O,C,N,H",0.0174477,0.0714252,0.167748,0.696852,3.24312
hMOF-7003066,10.75,9.75,0.698858,2620.7,"Zr,O,C,N,H",0.0389064,0.183316,0.422339,1.55998,4.55796
hMOF-1004333,9.25,8.25,0.509402,800.9,"Zr,O,C,H,N",0.169321,0.749078,1.41326,3.62499,5.0703
hMOF-1003300,8.25,7.25,0.550514,939.1,"Zr,O,C,H,Cl",0.184445,0.767598,1.40938,3.43781,5.66182
hMOF-7000959,7.25,5.75,0.450441,607.7,"Zr,O,C,H,Br",0.0755519,0.362319,0.652713,2.03882,3.2478
hMOF-7000859,5.75,2.25,0.143505,114.8,"Zr,O,C,H,N",0.0487395,0.172495,0.26031,0.549769,0.813787
hMOF-1004421,12.75,11.75,0.724283,2795.8,"Zr,O,C,H,F",0.0267869,0.121909,0.254334,1.16523,5.36417
hMOF-7000889,13.25,12.25,0.73027,2704.9,"Zr,O,C,H,Cl",0.0236791,0.130473,0.256664,0.9984,4.31658
hMOF-7000539,14.75,13.75,0.732989,2154.2,"Zr,O,C,H,Cl",0.0272563,0.157678,0.377371,1.43783,5.34502
hMOF-7000254,5.75,3.25,0.312765,336.8,"Zr,O,C,H",0.250308,0.90756,1.4237,2.41369,3.08481
hMOF-7002820,18.75,17.75,0.815981,3265.9,"Zr,O,C,N,H,Cl",0.0254903,0.138489,0.230384,0.891334,3.64422
hMOF-1003309,7.25,6.25,0.494085,704.1,"Zr,O,C,H",0.226876,1.03859,1.57056,3.6957,5.07014
hMOF-7002933,17.75,16.75,0.870672,4162.6,"Zr,O,C,N,H",0.0344651,0.178481,0.286477,1.19099,4.36993
hMOF-7000394,6.75,5.25,0.409592,788.1,"Zr,O,C,H,N",0.0976611,0.541734,0.817284,2.49208,4.16857
hMOF-1004464,6.75,3.25,0.416248,738.1,"Zr,O,C,H,Cl",0.623185,1.31931,1.89324,3.43552,4.59622
hMOF-1004311,11.25,10.25,0.655646,2474.8,"Zr,O,C,H,F",0.054514,0.218056,0.447724,1.88118,6.71698
hMOF-7000844,5.25,1.75,0.187983,152.8,"Zr,O,C,H,F",0.239044,0.597198,1.02241,1.54123,2.04658
hMOF-7003050,9.25,8.75,0.58383,1791.4,"Zr,O,C,N,H",0.0948789,0.38906,0.681972,1.39714,3.96413
hMOF-7000588,7.75,3.25,0.486026,1048.0,"Zr,O,C,H",0.0561187,0.219391,0.562407,2.06121,5.36299
hMOF-7001580,7.25,5.75,0.506759,1282.8,"Zr,O,C,H",0.133794,0.625176,1.10158,3.20928,6.12363
hMOF-7000266,6.75,4.75,0.380885,757.2,"Zr,O,C,H,Cl",0.0315615,0.168284,0.299406,1.37796,3.00803
hMOF-7000482,10.75,7.25,0.697077,2669.2,"Zr,O,C,H,N",0.0291216,0.152093,0.294112,1.23718,4.09485
hMOF-7002100,7.25,3.75,0.519559,1479.9,"Zr,O,C,N,H",0.0762951,0.337989,0.726741,2.5347,6.12419
hMOF-7002737,9.25,8.25,0.563123,1255.5,"Zr,O,C,N,H",0.0737025,0.3484,0.683075,2.27362,5.57547
hMOF-7001283,10.25,9.75,0.558762,1104.9,"Zr,O,C,H,Cl",0.101335,0.466949,0.78223,2.43219,5.50382
hMOF-7003228,13.75,7.25,0.798017,4934.2,"Zr,O,C,N,H",0.0149363,0.0694215,0.139885,0.880397,3.24623
hMOF-7000471,13.25,12.25,0.729825,2939.3,"Zr,O,C,H,N",0.0312508,0.143909,0.33122,1.33616,4.6712
hMOF-7001250,5.75,3.75,0.194529,284.5,"Zr,O,C,H,N",0.050655,0.303617,0.505861,1.52698,2.21937
hMOF-7000315,9.75,8.25,0.740365,3516.2,"Zr,O,C,H",0.0365864,0.169383,0.406563,1.44216,5.89036
hMOF-1004597,13.25,12.25,0.742709,1614.5,"Zr,O,C,N,H,Br",0.0414635,0.171528,0.355847,1.22037,3.6764
hMOF-7001756,6.25,5.25,0.553923,1811.6,"Zr,O,C,H,F",0.0620891,0.335663,0.469315,1.9164,5.96028
hMOF-7000663,11.25,9.75,0.67955,1714.0,"Zr,O,C,H,Cl",0.0472179,0.253559,0.499729,1.97159,6.1688
hMOF-1003896,10.25,9.25,0.507569,1199.3,"Zr,O,C,N,H",0.0254433,0.125422,0.274685,1.25781,4.78449
hMOF-1003991,7.75,7.25,0.335975,366.6,"Zr,O,C,H,F",0.383075,1.3221,1.54339,2.63776,3.05542
hMOF-7002922,18.75,17.75,0.880138,3475.6,"Zr,O,C,N,H,Cl",0.0246255,0.160707,0.2904,1.08136,3.9411
hMOF-7000581,5.25,3.25,0.299293,498.6,"Zr,O,C,H,N",0.394801,0.877129,1.0747,1.77707,2.51363
hMOF-1003336,9.75,7.25,0.694061,2795.5,"Zr,O,C,H",0.0221273,0.1355,0.241478,1.10415,4.46575
hMOF-7000874,6.75,5.75,0.445104,836.7,"Zr,O,C,H",0.161851,0.731077,1.32718,3.63503,5.27871
hMOF-7002903,10.25,7.25,0.695312,2448.7,"Zr,O,C,N,H,F",0.1252,0.512167,1.01012,2.9305,8.2337
hMOF-7001797,7.25,6.75,0.620399,2264.6,"Zr,O,C,H,N",0.0462961,0.184973,0.426472,1.67979,6.27713
hMOF-7000466,12.25,10.75,0.746398,2685.8,"Zr,O,C,H",0.0693136,0.342883,0.714965,2.4188,7.86377
hMOF-7001640,15.25,14.25,0.761601,2372.3,"Zr,O,C,H,Cl",0.0385391,0.196458,0.404825,1.43833,5.54089
hMOF-1003343,5.75,4.75,0.421396,925.0,"Zr,O,C",0.0361759,0.144704,0.327346,1.09298,2.81439
hMOF-1004249,11.25,9.75,0.567895,555.4,"Zr,O,C,H,Br",0.163325,0.766161,1.29863,2.83455,3.76526
hMOF-1004350,6.75,3.75,0.3891,612.9,"Zr,O,C,H,Cl",0.466581,1.13517,1.66997,2.84598,3.74872
hMOF-7002949,8.75,6.75,0.50242,1191.0,"Zr,O,C,N,H",0.0620626,0.215107,0.414544,1.30412,3.97788
hMOF-7000890,10.75,9.25,0.733214,2676.1,"Zr,O,C,H,Cl",0.0286998,0.115804,0.253311,1.04108,4.20226
hMOF-7002611,7.75,3.75,0.486852,1191.9,"Zr,O,C,N,H",0.0796847,0.330177,0.641821,1.79447,4.38756
hMOF-1003787,9.25,7.75,0.562193,853.3,"Zr,O,C,H,Br",0.0765978,0.36278,0.672546,2.44324,4.58017
hMOF-7001944,11.75,10.25,0.767483,3742.9,"Zr,O,C,N,H",0.0191727,0.102553,0.207193,0.928131,3.33179
hMOF-7001281,11.25,9.75,0.566315,1465.9,"Zr,O,C,H,F",0.110587,0.38306,0.840989,2.98804,7.14675
hMOF-1004321,13.25,10.75,0.681672,2247.3,"Zr,O,C,N,H",0.0443975,0.196667,0.367798,1.63982,4.88145
hMOF-1003919,8.75,5.75,0.580412,1258.1,"Zr,O,C,H,Cl",0.23572,1.05964,1.7158,3.81094,6.48125
hMOF-7000428,6.75,4.25,0.510481,1498.7,"Zr,O,C,H,N",0.193522,0.500223,0.698698,1.65848,4.76566
hMOF-7002085,8.75,6.75,0.543703,1111.4,"Zr,O,C,N,H,Cl",0.0690169,0.341909,0.621599,2.43084,5.48069
hMOF-7001270,8.25,7.25,0.541527,1522.6,"Zr,O,C,H",0.0767035,0.37583,0.725787,2.73155,6.52892
hMOF-7002022,13.75,12.25,0.741278,2879.3,"Zr,O,C,N,H,Cl",0.0197406,0.0824529,0.179954,0.775662,3.29048
hMOF-7002721,9.25,7.75,0.550912,1706.2,"Zr,O,C,N,H",0.0241923,0.115912,0.281596,1.28269,4.75995
hMOF-7000706,9.75,6.25,0.607892,1708.0,"Zr,O,C,H,Cl",0.058494,0.21785,0.488988,1.62035,5.37218
hMOF-7003068,11.75,10.75,0.665591,2088.7,"Zr,O,C,N,H",0.0305139,0.166512,0.318189,1.22225,3.96854
hMOF-7001022,6.25,4.25,0.49778,1488.2,"Zr,O,C,H,N",0.0509252,0.240286,0.50246,1.83291,4.79504
hMOF-7003325,17.25,15.75,0.805512,3578.0,"Zr,O,C,N,H",0.0344769,0.171941,0.313228,1.14992,3.90931
hMOF-7002890,13.75,11.25,0.787971,3034.9,"Zr,O,C,N,H",0.0675913,0.286893,0.644738,2.54606,7.97997
hMOF-7002105,11.25,9.75,0.684406,2330.8,"Zr,O,C,N,H",0.0350935,0.263393,0.37599,1.46546,4.36253
hMOF-7002895,9.25,8.75,0.604413,1702.0,"Zr,O,C,N,H",0.161604,0.330673,0.547251,1.29334,3.64745
hMOF-7000152,10.25,9.25,0.543194,691.9,"Zr,O,C,H,Cl",0.209409,0.777778,1.50221,3.57803,4.50917
hMOF-7000086,11.25,10.25,0.632242,1903.0,"Zr,O,C,H,Br",0.0252252,0.119699,0.237982,0.952091,4.11139
hMOF-7001487,8.25,7.25,0.494415,1119.3,"Zr,O,C,H",0.074249,0.427212,0.806813,2.57668,5.50469
hMOF-7000093,12.25,11.25,0.674813,1987.4,"Zr,O,C,H",0.096719,0.438823,0.803879,2.82141,8.35357
hMOF-1003735,7.25,5.75,0.493176,953.5,"Zr,O,C,H,N",0.092385,0.421728,0.796335,2.72736,4.56588
hMOF-7003060,10.75,9.75,0.642811,1339.2,"Zr,O,C,N,H,Br",0.256712,0.400205,0.509223,1.14946,3.37044
hMOF-7000902,14.25,13.75,0.729635,3131.5,"Zr,O,C,H",0.0238939,0.11372,0.207208,1.00146,3.44481
hMOF-1004202,5.25,3.25,0.280604,249.9,"Zr,O,C,H",0.192119,0.547565,0.725811,1.43795,1.93558
hMOF-7000597,7.25,6.25,0.393775,753.4,"Zr,O,C,H",0.0475832,0.339044,0.564264,1.75583,3.56388
hMOF-7000711,8.25,5.75,0.604433,1152.4,"Zr,O,C,H,Br",0.0704488,0.243683,0.49501,1.32171,3.77892
hMOF-7000021,10.25,9.25,0.554201,1346.9,"Zr,O,C,H",0.224616,0.632273,0.97073,2.91689,7.11699
hMOF-7002739,9.75,8.25,0.519286,1298.9,"Zr,O,C,N,H",0.0368154,0.201563,0.326169,1.52494,4.52758
hMOF-7000187,6.75,3.75,0.437594,1071.3,"Zr,O,C,H,F",0.595509,1.11656,1.63993,3.6649,5.56422
hMOF-1004050,5.75,3.75,0.31504,386.9,"Zr,O,C,H,Cl",0.40333,0.908467,1.16438,2.06533,2.49292
hMOF-7002331,18.75,16.25,0.813236,4154.4,"Zr,O,C,N,H",0.0155541,0.0805746,0.155594,0.654332,2.92582
hMOF-1004462,6.25,5.25,0.37335,518.8,"Zr,O,C,H,Cl",0.460694,1.00242,1.3873,2.7488,3.74299
hMOF-7000680,5.75,4.75,0.288159,320.0,"Zr,O,C,H",0.331918,0.805288,1.11167,1.92369,2.62962
hMOF-7002459,13.75,10.25,0.735356,3524.8,"Zr,O,C,N,H",0.0399514,0.1826,0.310698,1.46643,5.28796
hMOF-7000064,8.25,7.75,0.497844,634.0,"Zr,O,C,H,N",0.208004,0.96936,1.48416,2.88572,3.98021
hMOF-7003271,9.25,7.75,0.633378,2301.1,"Zr,O,C,N,H",0.0809783,0.357421,0.580748,2.04351,5.98858
hMOF-7000018,9.75,8.25,0.671102,1631.9,"Zr,O,C,H,Br",0.0248704,0.137646,0.263093,1.07271,3.62699
hMOF-1004081,8.75,6.25,0.545999,1075.2,"Zr,O,C,H,Br",0.0226451,0.120811,0.191482,1.00391,3.2524
hMOF-1003389,7.25,6.75,0.423917,895.6,"Zr,O,C,H",0.0330286,0.150916,0.351407,1.4312,3.98042
hMOF-7000667,9.25,7.75,0.685975,1207.8,"Zr,O,C,H,Br",0.0374283,0.15532,0.345375,1.05734,3.61053
hMOF-7001009,6.75,3.25,0.468836,708.1,"Zr,O,C,H",0.84916,1.66571,2.23896,3.69514,5.17046
hMOF-7001991,10.75,8.25,0.76203,3714.9,"Zr,O,C,N,H,F",0.022767,0.125457,0.23179,1.00027,3.48842
